source,race_id,detail_url,crawled_at,last_checked,name,date_raw,event_date,time_raw,start_time,region,sido,venue,road_address,events_raw,distances,event_types,has_full,has_half,has_10k,has_5k,category,organizer,reg_start,reg_end,reg_status,official_url,description,image_url,contact_email,contact_phone,latitude,longitude
마라톤GO,22nd-yeongdeok-beach-national-marathon-2026,https://marathongo.co.kr/raceDetail/domestic/22nd-yeongdeok-beach-national-marathon-2026,2026-06-14T20:38:54,2026-06-14,제22회 영덕 해변 전국마라톤,2026-06-14 08:30 집결,2026-06-14,2026-06-14 08:30 집결,08:30,경북,경상북도,고래불해수욕장일원,,"하프,10km,5km","[21.0975, 10.0, 5.0]","[""하프"", ""10km"", ""5km""]",False,True,True,True,로드,영덕군,2025-06-15,2026-05-01,마감,http://www.runmp.kr,,https://marathongo.co.kr/assets/image/race/domestic/22nd-yeongdeok-beach-national-marathon-2026.webp,,,36.5986693176069,129.410719158274
마라톤GO,gyeongju-namsan-trailrun-2026-06-20,https://marathongo.co.kr/raceDetail/domestic/gyeongju-namsan-trailrun-2026-06-20,2026-06-14T20:38:56,2026-06-14,경주 남산트레일런,2026-06-20 08:00 집결,2026-06-20,2026-06-20 08:00 집결,08:00,경북,경상북도,서남산주차장 삼릉입구,,15km,[15.0],"[""15km""]",False,False,False,False,트레일,명품트레일,2026-03-11,2026-06-19,접수중,http://www.mtrailrun.kr,-,https://marathongo.co.kr/assets/image/race/domestic/gyeongju-namsan-trailrun-2026-06-20.webp,,,35.7998201516867,129.206807001405
마라톤GO,2026-wellmaderun,https://marathongo.co.kr/raceDetail/domestic/2026-wellmaderun,2026-06-14T20:38:59,2026-06-14,2026 웰메이드런,2026-06-20 07시30붓 집결,2026-06-20,2026-06-20 07시30붓 집결,07:00,경기,경기도,남양주한강공원 삼패지구,,"하프,10km,5km,하프 7인1조 단체전,10k 커플런","[21.0975, 10.0, 5.0]","[""하프"", ""10km"", ""5km""]",False,True,True,True,로드,유러닝페스타 운영위원회,2026-04-18,2026-05-31,마감,http://wellmaderun.com,"러너의 진심으로 완성된 단 하나의 레이스
역대급 상금과 상품이 함께하는 월메이드런에 여러분을 초대합니다.",https://marathongo.co.kr/assets/image/race/domestic/2026-wellmaderun.webp,,,37.5923053399404,127.195120903122
마라톤GO,2026-global-6k-for-water-seoul,https://marathongo.co.kr/raceDetail/domestic/2026-global-6k-for-water-seoul,2026-06-14T20:39:01,2026-06-14,2026 글로벌 6K 포 워터 서울,2026-06-20 08:00,2026-06-20,2026-06-20 08:00,08:00,서울,서울특별시,상암 월드컵공원 평화의공원 평화광장,,"6km,10km","[10.0, 6.0]","[""10km"", ""6km""]",False,False,True,False,로드,월드비전,2026-04-13,2026-04-30,마감,https://global6kforwater.com/frt/application/applicationOverview.do,월드비전 주최 글로벌 6K 포 워터 서울 대회입니다. 상담 02-2078-7022 (상담시간: 10:00 ~ 17:00). 온라인 결제 가능합니다.,https://marathongo.co.kr/assets/image/race/domestic/2026-global-6k-for-water-seoul.webp,,,37.565023546099,126.89618412383
마라톤GO,2nd-hope-seoul-marathon-2026,https://marathongo.co.kr/raceDetail/domestic/2nd-hope-seoul-marathon-2026,2026-06-14T20:39:04,2026-06-14,제2회 희망 서울 마라톤,2026-06-20 08:00 집결,2026-06-20,2026-06-20 08:00 집결,08:00,서울,서울특별시,여의도공원 문화의마당,,"하프,10km,5km","[21.0975, 10.0, 5.0]","[""하프"", ""10km"", ""5km""]",False,True,True,True,로드,대한민국육군학사장교강남지구회,2026-03-11,2026-06-11,마감,http://hoperun.kr/,"오늘 이 순간, 여러분이 내딛는 한 걸음 한 걸음은 
자신과의 약속을 지키는 의지이자,
함께 달리는 이들과 희망을 나누는 특별한 발걸음이 될 것입니다.",https://marathongo.co.kr/assets/image/race/domestic/2nd-hope-seoul-marathon-2026.webp,,,37.524630704323,126.920336120685
마라톤GO,16th-kookmin-happiness-marathon-2026,https://marathongo.co.kr/raceDetail/domestic/16th-kookmin-happiness-marathon-2026,2026-06-14T20:39:07,2026-06-14,제16회 국민행복마라톤,2026-06-20 AM 09:00 집결,2026-06-20,2026-06-20 AM 09:00 집결,09:00,서울,서울특별시,서울 뚝섬한강공원 수변광장,,"하프,10km,5km,마니아","[21.0975, 10.0, 5.0]","[""하프"", ""10km"", ""5km""]",False,True,True,True,로드,국민체육진흥협회,2026-02-05,2026-05-22,마감,http://www.irunman.kr,2026년 6월 20일(토) 국민행복마라톤을 서울 뚝섬한강공원 수변광장에서 개최합니다. 동호인 및 달림이 참가자 여러분의 많은 참여와 성원 부탁드립니다.,https://marathongo.co.kr/assets/image/race/domestic/16th-kookmin-happiness-marathon-2026.webp,,,37.5292974433415,127.06892112991
마라톤GO,25th-chungju-marathon-2026-06-20,https://marathongo.co.kr/raceDetail/domestic/25th-chungju-marathon-2026-06-20,2026-06-14T20:39:09,2026-06-14,제25회 충주마라톤,2026-06-20 08:00 집결,2026-06-20,2026-06-20 08:00 집결,08:00,충북,충청북도,충주종합운동장,,"하프,10km,5km","[21.0975, 10.0, 5.0]","[""하프"", ""10km"", ""5km""]",False,True,True,True,로드,충주시체육회,2026-02-23,2026-06-03,마감,http://cjapplemarathon.com/index.asp,충주마라톤대회입니다. 많은 관심부탁드립니다.,https://marathongo.co.kr/assets/image/race/domestic/25th-chungju-marathon-2026-06-20.webp,,,36.958296411481,127.915881309009
마라톤GO,spindle-trail-run-2026-pyeongchang-21june,https://marathongo.co.kr/raceDetail/domestic/spindle-trail-run-2026-pyeongchang-21june,2026-06-14T20:39:12,2026-06-14,SPINDLE TRAIL RUN 2026,2026-06-21 09:00 집결,2026-06-21,2026-06-21 09:00 집결,09:00,강원,강원특별자치도,삼양라운드힐,,12K,[12.0],"[""12km""]",False,False,False,False,트레일,"스핀들, 프립",2026-05-15,2026-06-05,마감,http://sqnc.global/spindle-trail-run,"600만 평의 초원과
백두대간 능선을 달리는
단 하루의 트레일런.

SPINDLE TRAIL RUN 2026이 2026년 6월 21일,
평창 삼양라운드힐에서 열립니다.

바람이 그린 풍경,
끝없이 펼쳐진 초원,
그리고 능선 위로 이어지는 길.
바람과 초원이 허락한 무대,
삼양라운드힐에서 만나요.

📅 대회 일정
2026년 6월 21일 (일)

📍 장소
강원도 평창군 삼양라운드힐 일대

🏃 종목
12K / 20K

⏰ 출발 시간
09:40 – 12K
09:00 – 20K

👥 모집 인원
총 800명
12K 400명 / 20K 400명",https://marathongo.co.kr/assets/image/race/domestic/spindle-trail-run-2026-pyeongchang-21june.webp,,,37.7242868085377,128.719733895659
마라톤GO,find-wally-run-seoul-2026,https://marathongo.co.kr/raceDetail/domestic/find-wally-run-seoul-2026,2026-06-14T20:39:14,2026-06-14,월리를 찾아라런 in 서울 2026,2026-06-21 07:30 집결,2026-06-21,2026-06-21 07:30 집결,07:30,서울,서울특별시,여의도공원 문화의마당,,"10km,5km","[10.0, 5.0]","[""10km"", ""5km""]",False,False,True,True,로드,베니카,2026-05-18,2026-05-27,마감,http://wallyrun.kr,그림책 밖으로 튀어나온 월리들의 유쾌한 레이스가 시작됩니다!,https://marathongo.co.kr/assets/image/race/domestic/find-wally-run-seoul-2026.webp,,,37.524630704323,126.920336120685
마라톤GO,2026-chamhappy-sharing-marathon,https://marathongo.co.kr/raceDetail/domestic/2026-chamhappy-sharing-marathon,2026-06-14T20:39:16,2026-06-14,2026 참행복 마라톤,2026-06-21 08:00,2026-06-21,2026-06-21 08:00,08:00,서울,서울특별시,상암 월드컵공원 평화광장,,"하프,10km,5km","[21.0975, 10.0, 5.0]","[""하프"", ""10km"", ""5km""]",False,True,True,True,로드,(사)참행복나눔운동,2026-03-05,2026-06-14,접수중,http://realhappyrun.kr/,"여러분의 한 걸음은 나를 위한 도전이며,
또 한 걸음은 누군가를 위한 희망이 됩니다.
달림이 모여 나눔이 되고,
그 나눔이 다시 참행복으로 이어집니다.",https://marathongo.co.kr/assets/image/race/domestic/2026-chamhappy-sharing-marathon.webp,,,37.5650560057921,126.896211243867
마라톤GO,2026-boune-sokrisan-maltijae-healing-naked-marathon,https://marathongo.co.kr/raceDetail/domestic/2026-boune-sokrisan-maltijae-healing-naked-marathon,2026-06-14T20:39:19,2026-06-14,2026 보은 속리산 말티재 힐링 알몸 마라톤,2026-06-21 오전 7시 50분 집결,2026-06-21,2026-06-21 오전 7시 50분 집결,07:50,충북,충청북도,보은군 속리산 말티고개,,"10km,5km","[10.0, 5.0]","[""10km"", ""5km""]",False,False,True,True,로드,전국마라톤협회,2026-03-05,2026-06-01,마감,http://mara1080.com/event/cfa1bea4-b545-4df9-8ae1-5ce280ca0e3d,"<성별 복장규정>

남성	상의는 탈의! 하의는 반바지(반타이즈) 허용! 팔토시, 모자 허용!

여성	상의(민소매,반팔티) 하의(반바지, 롱타이즈)팔토시, 모자 허용!

<참가 기념품>
유황크림 (쿨, 핫 세트) + 양말 + 완주메달 + 웹-모바일 기록증

* 700명 접수 및 입금자 선착순 마감됩니다!

많은 관심과 참여 바랍니다. 감사합니다.",https://marathongo.co.kr/assets/image/race/domestic/2026-boune-sokrisan-maltijae-healing-naked-marathon.webp,,,36.54327117160781,127.8707432617712
마라톤GO,2026-ramsar-wetland-bamseom-run,https://marathongo.co.kr/raceDetail/domestic/2026-ramsar-wetland-bamseom-run,2026-06-14T20:39:22,2026-06-14,2026 람사르습지 밤섬런,2026-06-21 08:00 집결,2026-06-21,2026-06-21 08:00 집결,08:00,서울,서울특별시,여의도 한강공원 물빛무대,,"10km,5km","[10.0, 5.0]","[""10km"", ""5km""]",False,False,True,True,로드,마포공동체라디오,2026-02-10,2026-06-05,마감,http://bamseomrun.kr,"밤섬은 1968년 개뱔을 위해 살던 사람을 강제로 쫓아내고 폭파되어 한강에 잠겼습니다. 하지만 자연의 회복력으로 퇴적이 계속 되어 철새도래지가 되었고, 2012년 6월 21일 서울의 유일한 람사르습지로 등재됐습니다. 이날을 기념해 밤섬런을 개최합니다. 치유와 회복의 생마라톤을 지향합니다",https://marathongo.co.kr/assets/image/race/domestic/2026-ramsar-wetland-bamseom-run.webp,,,37.532344593806926,126.9279987012228
마라톤GO,sobeksan-jukryeong-trailrunning-2026,https://marathongo.co.kr/raceDetail/domestic/sobeksan-jukryeong-trailrunning-2026,2026-06-14T20:39:24,2026-06-14,소백산 죽령TrailRunnig,2026-06-21 10:00 집결,2026-06-21,2026-06-21 10:00 집결,10:00,경북,경상북도,죽령휴게소,,28km,[28.0],"[""28km""]",False,False,False,False,트레일,(사)한국산악마라톤연맹,2025-12-01,2026-06-10,마감,http://koreatrail.net,"죽령-고치령 백두대간을 이번 부터는 국만봉 왕봉으로 합니다.

백두대간을  달리며 알프스를 달리듯 풍광을 즐기며 트레일을 즐겨보세요",https://marathongo.co.kr/assets/image/race/domestic/sobeksan-jukryeong-trailrunning-2026.webp,,,36.8987742823407,128.435856654318
마라톤GO,2026-sobaeksan-jukryeong-trailrun,https://marathongo.co.kr/raceDetail/domestic/2026-sobaeksan-jukryeong-trailrun,2026-06-14T20:39:27,2026-06-14,2026 소백산 죽령트레일런,2026-06-21 10:00 집결,2026-06-21,2026-06-21 10:00 집결,10:00,경북,경상북도,죽령휴게소,,28km,[28.0],"[""28km""]",False,False,False,False,트레일,(사)한국산악마라톤연맹,2025-12-01,2026-06-10,마감,http://koreatrail.net,"죽령-고치령 백두대간을 이번 부터는 국만봉 왕봉으로 합니다.

백두대간을  달리며 알프스를 달리듯 풍광을 즐기며 트레일을 즐겨보세요",https://marathongo.co.kr/assets/image/race/domestic/2026-sobaeksan-jukryeong-trailrun.webp,,,36.8987742823407,128.435856654318
마라톤GO,muju-berry-road-trail-2026,https://marathongo.co.kr/raceDetail/domestic/muju-berry-road-trail-2026,2026-06-14T20:39:30,2026-06-14,무주 베리 로드 트레일 (덕유산),2026-06-27 8:00 집결,2026-06-27,2026-06-27 8:00 집결,08:00,전북,전북특별자치도,덕유산국립공원다목적광장,,19K,[19.0],"[""19km""]",False,False,False,False,트레일,(주)락앤런,2026-06-01,2026-06-19,접수중,http://rocknrun.kr,"무진장 트레일레잇의 첫 시작!

무주 베리 로드 트레일",https://marathongo.co.kr/assets/image/race/domestic/muju-berry-road-trail-2026.webp,,,35.8769818251947,127.74229679793
마라톤GO,2026-jeonmahyup-10km-yeondaebyeol-choe-gangjeon,https://marathongo.co.kr/raceDetail/domestic/2026-jeonmahyup-10km-yeondaebyeol-choe-gangjeon,2026-06-14T20:39:32,2026-06-14,2026 전마협 10km 연대별 최강전,2026-06-27 07:00 집결,2026-06-27,2026-06-27 07:00 집결,07:00,충남,충청남도,금산인삼엑스포주차장,,"10km,5km","[10.0, 5.0]","[""10km"", ""5km""]",False,False,True,True,로드,전국마라톤협회,2026-05-13,2026-06-13,마감,http://mara1080.com/event/5baeed50-d91c-4453-bf68-48ab19911d58,"● 일시 : 2026년 6월 27일(토) 출발: 오전 7시 (집결: 오전 6시)
● 접수 : 선착순 2,000명 신청/입금 달성 시 접수 마감
● 장소 : 금산인삼엑스포주차장
● 주최 : 전국마라톤협회
● 협력 : 월드런(world run), 전사모, 금산육상연맹, 금산마라톤클럽

*많은 상금과 많은 연대별 시상*",https://marathongo.co.kr/assets/image/race/domestic/2026-jeonmahyup-10km-yeondaebyeol-choe-gangjeon.webp,,,36.098594943023905,127.50432150845857
마라톤GO,2026-suncheon-healing-gourmet-trailrun,https://marathongo.co.kr/raceDetail/domestic/2026-suncheon-healing-gourmet-trailrun,2026-06-14T20:39:35,2026-06-14,2026 순천 치유 미식 트레일런,2026-06-27 9:00 집결,2026-06-27,2026-06-27 9:00 집결,09:00,전남,전라남도,순천 선암사,,14km,[14.0],"[""14km""]",False,False,False,False,트레일,프로젝트 런트립,2026-05-13,2026-06-17,접수중,http://projectruntrip.com,"* 본 행사는 조계산 천년불심길을 활용한 숲길 러닝 행사로, 일반 도로 마라톤보다 노면 변화와 오르막·내리막 구간이 많습니다.

* 사찰과 일반 탐방객이 함께 이용하는 길이므로 코스 외 진입, 고성방가, 쓰레기 투기, 무리한 추월을 금지합니다.

* 기상 악화 또는 현장 안전상황에 따라 행사 시간, 코스, 운영방식은 변경될 수 있습니다.",https://marathongo.co.kr/assets/image/race/domestic/2026-suncheon-healing-gourmet-trailrun.webp,,,34.9974022382586,127.331177485205
마라톤GO,2026-big-star-half-marathon,https://marathongo.co.kr/raceDetail/domestic/2026-big-star-half-marathon,2026-06-14T20:39:37,2026-06-14,2026 큰별 하프 마라톤,2026-06-27 08:00,2026-06-27,2026-06-27 08:00,08:00,서울,서울특별시,상암 월드컵공원 평화광장,,"하프,10km,5km","[21.0975, 10.0, 5.0]","[""하프"", ""10km"", ""5km""]",False,True,True,True,로드,(사)큰별나눔봉사회,2026-03-05,2026-06-18,접수중,http://bigstarrun.kr/,"큰 별 하프 마라톤은 달리기를 통해
서로를 응원하고, 마음을 나누며,
작은 실천이 모여 더 큰 나눔으로 이어지기를 바라는 뜻에서 마련된 행사입니다.",https://marathongo.co.kr/assets/image/race/domestic/2026-big-star-half-marathon.webp,,,37.5650560057921,126.896211243867
마라톤GO,the-pacer-series-2026-06-28,https://marathongo.co.kr/raceDetail/domestic/the-pacer-series-2026-06-28,2026-06-14T20:39:40,2026-06-14,THE PACER SERIES,2026-06-28 08:00 집결,2026-06-28,2026-06-28 08:00 집결,08:00,충북,충청북도,충청북도 청주시 상당구 문의면 청남대길 646,,"10km,5km","[10.0, 5.0]","[""10km"", ""5km""]",False,False,True,True,로드,런코드 코리아,2026-05-04,2026-06-07,마감,http://thepacerseries.com,-,https://marathongo.co.kr/assets/image/race/domestic/the-pacer-series-2026-06-28.webp,,,36.46284607510989,127.49176536339175
